labels,text
positive,"If you like cars you will love this film!<br /><br />There are some superb actors in the film, especially Vinnie Jones, with his typical no nonsense attitude and hardcase appearance.The others are not bad either....<br /><br />There are only two slight flaws to this film. Firstly, the poor plot, however people don't watch this film for the plot. Secondly, the glorification of grand theft auto (car crime). However if people really believe they can steal a Ferrari and get away with it then good look to them, hope you have a good time in jail!<br /><br />When i first read that Nicolas Cage was to act the main role, i first thought ""...sweeet."", but then i thought ""...naaaa you suck!"" but then finally after watching the film i realised ""...yep he suck's!"".Only joking he plays the role very well.<br /><br />I'll end this unusual review by saying ""If the premature demise of a criminal has in some way enlightened the general cinema going audience as to the grim finish below the glossy veneer of criminal life, and inspired them to change their ways, then this death carries with it an inherent nobility. And a supreme glory. We should all be so fortunate. You can say ""Poor Criminal."" I say: ""Poor us.""<br /><br />p.s. - Angelina Jolie Voight looks quite nice!"
negative,"Quote: theurgist: Anyone with an I.Q. over 50 would have seen this film what it is, an intelligent well acted prequel to a modern day classic, yes it doesn't have a blockbuster cast or a huge budget BUT it is still very well done and had me hooked for the full duration.<br /><br />An I.Q. over 50 you say.. that most mean you have an I.Q. lower than 50.. its name is CARLITOS WAY: Rise to power !!! meaning it should have something whit the first one to do.. <br /><br />all and all its a OK movie if.. YOU CHANGE THE TITLE AND NO CHARACTERS NAMED CARLITO BRIGANTE!!!<br /><br />P.s don't comment on a movie if you don't know anything about movies. but i guess an I.Q. under 50,, you wont know what the hell i am yelling about...<br /><br />Peace out!!"
positive,"This is a very beautiful and almost meditative film-there is hardly any dialogue in it, apart from the narration; and the scenery and music compliment each other perfectly. I didn't at first connect the red hair of the girl and the fox until it was pointed out to me by a friend (who also has red hair!) It is almost an old fashioned type of children's films, saying that children nowadays prefer animations like Shrek or Toy Story etc-but I feel that young people should be introduced more to the beauty and wonder of nature which this film certainly does. Maybe not the best ever film of its type but certainly an excellent and relaxing view for all ages -not just children."
negative,"Otherwise it is one of the worst movies I've ever seen - and I mean ever. My wife and I were both bored out of our minds within 10 minutes. Not to mention being boring, it is entirely unbelievable. Women (non-lesbian) don't bathe together - nor do they ""accidentally"" kiss. Brothers and sisters don't live together well into their 30s and run around swing dancing together and engaging in footraces in central park. Men don't find out their wife and sister romantically kissed the night before the wedding and then never discuss it with said wife. Absolutely ridiculous.<br /><br />Heather Graham is possibly the worst actress in films today. She smiles when she should be crying and vice versa. The only movie she has ever been good in is Boogie Nights - and that is because she wasn't acting.<br /><br />I cannot stress enough how bad this movie was."
positive,"My favorite movie genre is the western, it's really the only movie genre that is of American origin. And despite Sergio Leone, no one does them quite like Americans.<br /><br />Right at the top of my list of ten favorites westerns is Winchester 73. It was the first pairing and only black and white film of the partnership of director Anthony Mann and actor James Stewart. It was also a landmark film in which Stewart opted for a percentage of the profits instead of a straight salary from Universal. Many such deals followed for players, making them as rich as the moguls who employed them.<br /><br />Anthony Mann up to this point had done mostly B pictures, noir type stuff with no real budgets. Just before Winchester 73 Mann had done a fine western with Robert Taylor, Devil's Doorway, that never gets enough praise. I'm sure James Stewart must have seen it and decided Mann was the person he decided to partner with.<br /><br />In this film Mann also developed a mini stock company the way John Ford was legendary for. Besides Stewart others in the cast like Millard Mitchell, Steve Brodie, Dan Duryea, John McIntire, Jay C. Flippen and Rock Hudson would appear in future Mann films.<br /><br />It's a simple plot, James Stewart is obsessed with finding a man named Dutch Henry Brown and killing him. Why I won't say, but up to this point we had never seen such cold fury out of James Stewart on screen. Anthony Mann reached into Jimmy Stewart's soul and dragged out some demons all of us are afraid we have.<br /><br />The hate is aptly demonstrated in a great moment towards the beginning of the film. After Stewart and sidekick Millard Mitchell are disarmed by Wyatt Earp played by Will Geer because guns aren't carried in Earp's Dodge City. There's a shooting contest for a Winchester rifle in Dodge City and the betting favorite is Dutch Henry Brown, played with menace by Stephen McNally. Stewart, Mitchell and Geer go into the saloon and Stewart and McNally spot each other at the same instant and reach to draw for weapons that aren't there. Look at the closeups of Stewart and McNally, they say more than 10 pages of dialog.<br /><br />Another character Stewart runs into in the film is Waco Johnny Dean played by Dan Duryea who almost steals the film. This may have been Duryea's finest moment on screen. He's a psychopathic outlaw killer who's deadly as a left handed draw even though he sports two six guns. <br /><br />Another person Stewart meets is Shelley Winters who's fiancé is goaded into a showdown by Duryea and killed. Her best scenes are with Duryea who's taken a fancy to her. She plays for time until she can safely get away from him. Guess who she ultimately winds up with?<br /><br />There are some wonderful performances in some small roles, there ain't a sour note in the cast. John McIntire as a shifty Indian trader, Jay C. Flippen as the grizzled army sergeant and Rock Hudson got his first real notice as a young Indian chief. Even John Alexander, best known as 'Theodore Roosevelt' in Arsenic and Old Lace has a brief, but impressive role as the owner of a trading post where both McNally and Stewart stop at different times.<br /><br />Mann and Stewart did eight films together, five of them westerns, and were ready to do a sixth western, Night Passage when they quarreled and Mann walked off the set. The end of a beautiful partnership that produced some quality films."
negative,Hobgoblins is a very cheap and badly done Gremlins rip-off. That's the best thing one can say about this stinkpile. Pretty much everyone in the cast was chosen for their looks and not their acting ability. It was very painful to watch.<br /><br />Avoid this one at all costs.
negative,"I liked it but then I think I might have been ironing at the same time. This reworking of Cyrano de Bergerac/Roxanne is an utterly undemanding, formulaic romcom rescued from straight-to-video ignominy on its release by the sharp turn of Janeane Garofalo. Playing the Frasier of Pets, she finds herself caught in a love trap when insecurity leads her to pass her best friend (Uma Thurman) off as herself when a caller comes a-courtin'.<br /><br />This is an interesting film in the fascinating career of Ben Chaplin. An average British actor, he gave the Hollywood treadmill a shot with this film. He is unremarkable and his anonymity in studio productions is unsurprising on the basis of it, although he has appeared in substantial cameos in both the later Terence Malick films. Uma Thurman does a ditzy turn on autopilot and Michael Lehmann packages it all together competently. Icky phone sex though. 4/10"
negative,"For a comedic writer, Woody Allen really lets the paying viewer down with this meager attempt at character development. There are a few entertaining moments, but no more than one would have listening to their dryer tumbling tennis balls.<br /><br />Will Ferrell wastes his time in this movie which fails to showcase his usually funny delivery. Amanda Peet did well, but again, didn't have the room to move in this otherwise corpse like movie. The movie is so heavy and dull that it cannot be carried but if it were carried, Radha Mitchell did it. <br /><br />If you enjoy movies that go on and on in one scene and don't really accomplish anything but to show that their writer can write a few lines of snappy dialogue on occasion, then you'll love this movie."
positive,"Domino is a great movie. It's about a young woman names Domino Harvey (Kiera Knightley) who becomes a bounty-hunter because of her boredom with her lifestyle. She joins with two fellow hunters (Mickey Rourke & Edgar Ramirez) and the adventures begin. The script is good. Very down-to-earth and realistic with the tone of the film. The only problem I had with this movie is that it concentrates on the different things that they do, instead of the character of Domino.<br /><br />Even with that, Kiera Knightley gives a fierce performance. She shows the right amount of anger and dedication in this performance. Mickey Rourke follows up his Oscar-Worthy performance in 'Sin City' with another tough-guy performance. Edgar Ramirez really doesn't do anything except speak Spanish every once in a while and stare at Kiera. Delroy Lindoi gives a good supporting performance. Mo'Nique was herself, although she did surprise me on one particular scene. Lucy Liu has great chemistry with Kiera Knightley in her scenes with her.<br /><br />The best thing about the movie though, is the direction. Tony Scott's fast-paced style really brings the movie to life. The cinematography is some of the best, I've ever seen. It takes a regular movie and puts on acid. All the blacks are blacker, the whites are brighter, and it has a sort of green glow to it. The action scenes are exhilarating.<br /><br />OVERALL: If you liked Sin City & Man on Fire, you'll like Domino."
positive,"In a time when Hollywood is making money by showing our weaknesses, despair, crime, drugs, and war, along comes this film which reminds us the concept of the ""Indomitable Spirit"". If you are feeling beaten down, this movie will free your mind and set you soaring. We all know how tough life can be, sometime we need to be reminded that persistence and courage will get us through. That's what this film did for me and I hope it will for you."
positive,"Good historical drama which is very educational and also very entertaining to people who like history.Very good acting and script.Not as sensual and sexy as it is sometimes marketed,be prepared to peek into the pioneer spirit and human ability to adjust.Very touching as well for the spiritually mature. Not for people who do not like to think......"
positive,"Why on earth should you explore the mesmerizing nature documentary ""Earth""? How much time do you have on earth so I can explain this to you? OK, I will not elongate my review exploration on ""Earth"" to infinity, but I must stand my ground on why this is a ""must see"". The documentary takes a nature round trip on the migration paths on three animal families: a female polar bear and her cubs with the real life subplot of the father bear daring it out to hunt for food in his isolated path, a mama of a whale with her baby whale taking a whale of a migration tour for prey, and an elephant mama with her small (maybe not so small, they are elephants) offspring migrating in Africa. Directors Alastair Forthegill & Mark Linfield did an ""out of this earth"" job in also capturing the survival skills of many other animal species besides the magnetic shots of our three animal family protagonists. The cinematographically skilled team of Richard Brooks Burton, Mike Holding, Adam Ravetch, and Andrew Shillabeer were animales in camera shooting the wondrous nature sites and animal instinctive behaviors; not to mention, the slo-mo animal prey shots were u n b e l i e a v a b l e. ""Earth"" is also a lesson learner on the global warming effect on the animals; the papa polar bear in the doc is the poster animal boy on that consequence. So fellow earthlings, it is time to take the documentary voyage to visit ""Earth"" today! **** Good"
positive,"This story is told and retold and continues to be retold in every possibly way imagine. The immortal Charles Dicken's story has been recreated in every possible way imagine. I admit I have not seen the classic Alistair Sim version and I'm sure someday I will but I would be blown away if it touched even close to this amazing eighties version. I believe that if Dickens himself had created his story for film this would be it.<br /><br />The story is well known, I won't go into much detail because everyone has seen it in one form or another. A rich, stingy, mean, old man is visited by the Ghost of his former partner and warned about his mean ways. In order to straighten him out he is visited by three spirits, each which show him a different perspective of his life and the people he is involved with, past, present and future. Finally in seeing all this before him he realizes the error of his ways in a big way and attempts retribution for all the wrong he has done.<br /><br />George C. Scott is absolutely, undeniably perfect for this role. He takes hold of the Ebeneezer Scrooge role and makes it his own and creates an incredible character. He is not just a mean old man, but someone who has been effected by certain situations in his life that has made him bitter and angry at the world. There is compassion within him but he holds it below everything else and is very self involved. Scott delivers the role of perfection when it comes to Scrooge.<br /><br />Not only does the leading role make this film but everything else fits into place. This is a grand epic of Victorian England, Dickens England is recreated before our very eyes, the sights and the sounds and you can almost feel the breeze in your face and the smells of the market. Director Clive Donner brilliantly recreates this scene and leaves nothing to the imagination. I could watch this film on mute and be dazzled by the scenery. It's not spectacular scenery per se but it's real. The film takes us from the high class traders market to the very dismal pits of poverty and everything in between.<br /><br />The rest of the cast fits into their roles and brings their literary counterparts to life. Bob Cratchitt, played by David Warner and his entire family including and especially the young Tiny Tim played by Anthony Walters were wonderful. The Ghosts each had their own distinct personality and added to the dark mood of this story. A Christmas Carol is not a light story. Dickens wrote this story for a dark period in England's life and it's one of the few Christmas tales that is really dark, almost scary, and it has to be scary in order to scare a man who has been a miser for so many years into turning around. The dark feel to the story is captured in this film and is downright frightening and yet the end lifts your spirits and captures Christmas miracles. The score to this film is also something to be mentioned as it is epic and grand and beautiful to listen to whether it's the actual score or the Christmas music, everything fits together. Apparently Christmas movies are my favorite because I insist everyone see this Christmas Carol above all others. 10/10"
positive,"I thoroughly enjoyed this true to form take on the Dick Tracy persona. This is a well done product that used modern technology to craft a imagery filled comic era story. If you are a fan of or recently watched some of the old Dick Tracy b&w movies then you're sure to get a kick out of this rendition. The pastel colors and larger than life characters rendered in a painstakingly authentic take on an era gone by is entertainment as it's meant to be. I personally find Madonna's musical element to be a major part of this film-the CD featuring her music from this movie is one I've listened to often over the years, it's just so well done and performed musically and tuned to that era. In my mind, Madonna's finest moment both on-screen but especially musically. This is sure to bring out the ""kid"" in you."
negative,"For this review,a list of good points and bad points.I'll start with the bad.<br /><br />Bad points:The casting choices(especially Burt Reynolds as Boss Hogg),the acting of said badly chosen cast,the storyline,the idea of setting the film in the modern day,the direction,the editing,the soundtrack,and above all,the whole idea of making a feature film out of a television series that wasn't that great to start with,despite it's popularity.<br /><br />Good points:Jessica Simpson in a red bikini............that's it!<br /><br />One might make an analogy here.In the scene where Jessica Simpson as Daisy Duke struts her way up to Michael Weston as Enos,and asks the question,""Enos,where's Boss Hogg and Roscoe?"",in his clouded judgment, tells her where they are.She might just as well have asked,""Enos,is this a good movie?"",the red bikini would have clouded his judgment into saying yes,even though in his right mind he would have said,""No, not really.""As good as she looked in the bikini,she could have been stark naked,and even that would not have saved this horrible piece of film-making.Stay out of Hazzard!"
negative,"Another vast conspiracy movie that tries to blame the US government and the Armed Forces (especially the Army) for every disaster since the Great Flood. Anyone who has ever served time in the US military can see how bogus this film is. Uniforms, equipment, sets, and mannerisms are all wrong. (And of course, all Senior Officers are either corrupt criminals or total idiots.) Blatant propaganda with no attempt at objectivity. Most of the theories presented have been disproven over the past few years. Uses every cliche', rumor, and Urban Legend from the Gulf-all are presented as gospel. (The truth is, no one knows for sure why some GW vets are sick and others are healthy as horses.) PS This is not new. War is NOT fun and I know WWII, Korean, and Viet Nam vets with some pretty serious ailments, too. (And the government has the responsibility to take care of all of them.) Sensationalistic movies like this will not solve the problem!"
negative,"Like some of the other reviewers have alluded to previously, I'd like to know what moron actually read the script and went', ""Yea!!! This is it. This is the next film we are going to green light!!"" And whoever that person is, should have his or her head examined for actual brain activity. Because whoever is responsible for actually dishing out money to have this made after reading the script, well, I'd love to give you my email address and maybe you'd like to just give away some more money. This film is atrocious in every way.<br /><br />The Wayans are funny, at least they can be. They have made some good films and had some incredibly funny performances along the way. But in here, not only does the premise defy all logic, not only is the acting terrible, not only is the entire movie offensive from start to finish, not only is the direction as amateurish as you can find, but they actually want you to pay to see this film. Maybe if it was free...naaah, it would still be a waste of time.<br /><br />Usually I'd be inclined to write some long winded, detailed review about why this film is so bad, but just suffice to say that let my brevity do the talking. This is the lowest common denominator film making and it is about as unfunny as a heart attack.<br /><br />0/10..makes my top ten list of worst films of all time!"
negative,"This is the kind of movie that wants to be good but sucks. First thing, what the hell are those punk trying to do with the school? I think the kids doesn't seem to realize the gravity of the situation. Deker guy say to the girl that they under his responsibility when she ask why he wants to go back for them but right after this he gives a gun to the wheel chair dude and wants him to go alone repair the phone line. Where is the responsibility there? I understand poor actors must pay their food but why not just give them the money that takes to make a stupid movie like that or give that money to a charity. Oh yea and none of them knows how to aim. The stupid punk guy shoots in the cafeteria nowhere like a crazy. They all want to look professional but they all suck. One more thing I don't believe that there's no emergency exit in the school the kids are trying several doors but they all locked. What happens if there's a fire and the dumass security guard is dead? It is illegal to not have an emergency exit in school. Anyway there's a lot more to say but it would be too long. I spent some time of my life to watch a crap."
positive,Back in 74 Eric Monte made the classic T.V show Good Times. JJ has always been my favorite and I love watching the Reruns on T.V Land. Jimmie Walker always seemed to be the star and not Esther Rolle. John Amos most of the time felt a little jealous of Jimmie Walker's popularity winning millions of fans time to sit and watch Good Times. The show would have been dead if JJ would't have been there to save it with his always Kool Aid attitude. Drinking KOOL AID was like his favorite thing on the show. I was 3 when it came out and 8 when it ended. Instead of 1974-1979 it should have went longer like in the 1980's when I was just growing up.
positive,"I just accidentally stumbled over this film on TV one day. It was aired in the middle of the day on a channel not exactly famous for airing good movies. This one, however, was nothing less then good.<br /><br />October Sky tells the true story of Homer Hickam, a boy inspired by the Sputnick launch to become a rocket scientist. He and his friends begin to build rockets. His father is not to happy about his sons new found hobby and would rather see him become a coal-miner as himself or go to college on a football-scholarship like his brother.<br /><br />The story is well written. A bit too predictable maybe, but that's OK cause it doesn't focus too much on those parts of the story. It's important part, but where this is obvious the inner action, the action between the characters is focused on. The story is good. It has some clichés, but that's OK. It's based on actual event's so you kind of can't just drop out these clichés. The characters are really good. Where the story is on a downhill the characters are brought out and manage to keep the action and the quality of the movie high. You get to know these characters and you get sympathy for them. They are well written and believable.<br /><br />This is a good looking movie. The sets and the 50's style is thorough and the pictures are well composed and well lit. This all sets the mood of the film very good.<br /><br />The acting is really good. Jake Gyllenhaal delivers a great performance as Homer Hickam and Chris Cooper is good as John Hickam. As for the rest of the cast they are good too. All together this makes out a pretty strong cast.<br /><br />All in all I'm glad I caught this movie. It was first after seeing it I learned that it was based on actual events. If I had known that when seeing it, it would probably just be even more interesting. October Sky is a good and interesting movie. It's a movie I believe everyone can enjoy. It's kind of a feel-good movie. Not bad at all!"
negative,"I have a high tolerance for the weird, but frankly some movies go way, way beyond weird--so far that they make your brain hurt. This is such a film. Trying to understand it or even explain it is impossible and I think the film is best understood while taking drugs--it's that incomprehensible.<br /><br />The film begins with some very cute Japanese animation involving a cat. However, out of the blue, tons of twisted and occasionally disturbing things occur--making me wonder if I am losing something in the translation. However, even if this is so, why did we need to be treated to images of a magic trick involving dismembering a lady with a clever, defecation, puking, lighting animals on fire, etc.. All this really seemed random and pretty awful. Oddly, and I don't know why, some see this as a work of genius. I just don't get that."
positive,"Bruce Almighty is the best Jim Carrey work since The Truman Show, and was a pleasant surprise after some of his recent ""Hey Hollywood - look how good I can act!"" box office disappointments. It's great to see Jim recognizing and embracing his strengths. He won't get an Academy Award but the film itself will last longer than many of the ""awarded films"" of the Academy. He is at the top of his form in this most recent film - it's like the return of an old friend.<br /><br />Carrey, Freeman, and Aniston all do a great job together - comfortable in their comedy roles, superb comic timing, and obviously having fun together but without the ""hey mom - look how funny I am"" type of comedy. A real surprise was Steven Carrell as Carrey's nemesis (Carrell of The Daily Show fame), who walked away with some the best and funniest scenes of the film. I laughed harder at Carell than anyone else in the past three years.<br /><br />I can foresee the religious nuts in the US will be up-in-arms over the treatment of God, but the bottom line of the film is true to all major theological beliefs - we are masses of protoplasms trying to get through our short lives by exercising our free will. Without Married With Children t o complain about, this will likely become a target of people with misplaced priorities (who know the types - men adorned in gold watches on Sunday morning and late nigh television, selling prayers to God). And, again, about 0.5% of the country will care and 80% of the media will report it.<br /><br />The bottom line: this a purely entertaining film, each audience member laughingly wondering what they would do, and a feel-good feeling at the movie conclusion. A walk down any major street in America has to confirm that God has a tremendous sense of humor. What better comic genius to remind us of that than Jim Carry.<br /><br />Thanks again, Jim -- it's GREAT to have you back!!"
negative,"I don't know anything of the writer's or the director's earlier work so I hadn't brought any prejudices to the film. Based on the brief description of the plot in TV Guide I thought it might be interesting.<br /><br />But implausibility was piled upon implausibility. Each turn of the plot seemed to be an excuse to drag in more bloodshed, gruesome makeup, or special effects.<br /><br />The score was professional and Kari Wuhrer seems like a decent actress but the rest was more than disappointing. It was positively repulsive.<br /><br />I will not go through the vagaries of the narrative but I'll give an example of what I think of as an excess of explicit gore.<br /><br />Chris McKenna goes to an isolated ranch house and pulls the frozen body of his earlier victim (Wendt) out of the deep freeze. McKenna had killed Wendt by biting a chunk out of his neck. Now he feels he must destroy the evidence of his involvement in Wendt's demise. (What are the cops going to do, measure his bite radius?) McKenna unwraps Wendt's head and neck from the freezer bag it's in, takes an ax, and begins to chop off Wendt's head. Whack. Whack. Whack. The bit of the ax keeps chipping away at Wendt's neck. The air is filled with nuggets of flying frozen flesh, one of which drops on McKenna's head. (He brushes it off when he's done.) McKenna then takes the frozen head outside to a small fire he's built. He sits the head on the ground, squats next to it, takes out some photos of a woman he's just killed, and shows them to Wendt's head. ""Remember her? We could have really made it if it hadn't been for you guys,"" he tells the head. ""Duke, you've always liked bonfires, haven't you?"" he asks. Then he places the head on the fire. We only get a glimpse of it burning but we can hear the fat sizzling in the flame.<br /><br />I don't want this sort of garbage to be censored. I'm only wondering who enjoys seeing this stuff.<br /><br />There's no reason to go on with the rest of the movie. Well, I'll mention one example of an ""implausibility,"" since I brought the idea up. McKenna has been kidnapped and locked in a dark bare shack. He knows he's going to be clobbered half to death in the following days. (He's literally invited the heavies to do it.) What would you do in this Poe-like situation? Here's what McKenna does on what may turn out to be the last night of his life. He finds a discarded calendar with a pin-up girl on it and masturbates (successfully). Give that man the Medal of Freedom! <br /><br />A monster who looks like Pizza the Hut is thrown into some unnecessary flashbacks. The camera is often hand held and wobbly. The dialog has lines like, ""Life is a piece of s***. Or else it's the best of all possible worlds. It depends on your point of view."" Use is made of a wide angle lens that turns ordinary faces into gargoyle masks. A house blows up in an explosive fireball at the end while the hero, McKenna, walks towards us in the foreground.<br /><br />Some hero he is, too. He first kills a man for $13,000 by bashing him over the head several times with a heavy statue, then a potted plant, before finally tipping a refrigerator over onto the body. (This bothers him a little, but not enough to keep him from insisting on payment.) Then, I hope I have the order straight, he kills Wendt by ripping out part of his neck. Then he kills the wife of his first victim by accident and blames the heavies for it, although by almost any moral calculus they had nothing to do with it. Next he burns the head honcho (Baldwin) alive. Then, having disabled the two lesser heavies, he deliberately blows them up, though one of them isn't entirely unsympathetic. And we're supposed to be rooting for McKenna.<br /><br />These aren't cartoon deaths like those in the Dirty Harry movies either -- bang bang and you're dead. These are slow and painful. The first one -- the murder for $13,000 -- is done clumsily enough to resemble what might happen in real life. It isn't really easy to kill another human being, as Hitchcock had demonstrated in Torn Curtain. But that scene leads to no place of any importance.<br /><br />Some people might enjoy this, especially those young enough to think that pain and death are things that happen only in movies. Some meretricious stuff on screen here."
negative,"I wish more movies were two hours long. On the other hand, I wish more American Civil War movies were MERELY two hours long. ""Gone with the Wind"", ""Gettysburg"" - that's about the length I've come to expect; although those two at least entertained for however many hours they lasted; and even ""Gettysburg"" lasted as long as it did because things HAPPENED in the course of it.<br /><br />By contrast Ang Lee's film is bloated and uneventful. It actually feels as if it takes much less than two hours. That wasn't a compliment. It's really no different to any other form of sensory deprivation: at the time it feels as though it will never end, afterwards it seems to have taken no time at all.<br /><br />The film gets off on the wrong foot, as Lee plays his interminable credits OVER the opening footage (bad mistake) in which we are introduced to some characters we take an instant dislike to and will later come to loathe. The central two are Jake, the son of German immigrants who are staunch supporters of Lincoln, and Jack, an equally staunch Southerner whose values Jake shares. (I had to re-read that sentence to make sure I hadn't written ""Jack"" instead of ""Jake"" at some point or vice versa.) The two go off to become ""bushwhackers"" - Southern militia who so strongly lust after revenge and violence that they can't even be bothered to join the official Southern army, which I presume they think is for sissies. I'm afraid Lee lost me right there. It's easy to feel for characters who make moral mistakes: if we have some independent reason to like them, or feel as if we know them in some way, then their moral flaws can make us care for them all the more. Not so here. We aren't properly introduced to Jake for at least an hour; when we are, it becomes clear he's a gormless pimple of a man, who isn't a confederate by choice so much as by habit - the kind of person who says and does what everyone around him says and does, whose psychology is purely immitative. The people he associates with are either just the same or positively evil in some uninteresting way. I found myself cheering whenever the Northern cavalry appeared on the screen. I thought: good - kill the rebels, end the damned war, let me go home.<br /><br />Aggravating this problem is the horrible, horrible dialogue. Everyone speaks in the same whining Southern accent. I've heard accents from all over the English-speaking world and this is the worst of them all. I don't care if Southerners really did talk like that, it's simply not fair to ask an audience to listen to it for two hours. And believe me, we do listen to it for the full two hours: Lee's picture is a talky one, largely because characters take so long to say what they mean in their ungrammatical, say-everything-three-times, folksy drawl. It would help if they talked faster, but not much. Can't these people find a more efficient language in which to communicate?<br /><br />In short: the film is little but a gallery of uniformly unattractive characters with no inner life, who talk in an offensively ugly mode of speech, who don't bathe often enough, to whom nothing of interest happens, despite their being involved in a war. Good points? Jewel was nice to look at, and so was the scenery. But I have complaints even here. The cinematography, nicely framed, looked as if someone had susbtituted colour film for black and white by mistake; and as for Jewel, we were teased with her body, but never actually allowed to gaze upon it, which I think is the least we were owed."
positive,"One of the most heart-warming foreign films I've ever seen.<br /><br />The young girl is an amazing talent. Stellar performances by her (Doggie), the old man (the king of masks), and Liang (the Living Boddhisatva).<br /><br />(SPOILER) The deplorable treatment of children, especially females is disturbing.<br /><br />Loved the music. The original Chinese dialog heightens the emotional intensity of the performances and the story.<br /><br />This is a MUST SEE -- enjoyable family film, although not for very young children. Would have rated the DVD release even higher if the soundtrack had been transferred better onto the DVD and the transfer had included the widescreen version."
negative,"What an awful movie! The Idea of robots fighting each other is cool, but the storyline is ridiculous, real human action laughable, acting non-existent and special effects (on which, this type of movie must depend) are archaic. I thought it must have been made around '80-'84 and was amazed to see it was from 1990. That's 5 years after Aliens! OK, lots of people said it was good considering the low budget, but I just think 'what's the point?'. it looks totally unbelievable. I wouldn't mind seeing a remake with modern special effects and a completely re-written story because I still like the idea of huge robots beating crap out of each other."
negative,photography was too jumpy to follow. dark scenes hard to see.<br /><br />Had good story line too bad it got lost somewhere. Too noisy for what was really happening Bottom line is it's a baddddd movie
positive,"Wendigo is a pretty good psychological thriller, the film has some great drama between the characters and some good creepy scenes. The acting is good, the characters act like a normal family. The Wendigo effects are good, the Deer Form reminded me a little of the Rabbit in Donnie Darko.<br /><br />The film sees a family going to stay at a house for a while but accidental hit a deer, a group of hunters arrives and one of the hunters named Otis starts to argue with the Dad George, after the car is lifted they drive off to the house. The Son Miles is a little shook up about the Deer but his Parents try to tell him that it's natural for things like that to happen. That night while he's in bed he starts to see weird things in bedroom, the next day they go into to town and Miles meets a man at the counter who gives him a little statue of the Wendigo, when Miles shows Kim the statue and tells her that a man at the counter gave it him the owner says the she only works there. Once returning home George takes his son sledding and while there sledding he's knocked off the board and Miles is chases by the wind, after gaining conciseness they go looking for George, they find him outside the house where he tells them he was shot, in the Hospital Kim tells the Sheriff that Otis may have shot him, the Shrieff goes to Otis's place where he's bashed over the head with a hammer, as Otis drives down the road he finds that the Wendigo is after him.<br /><br />Wendigo is a pretty good thriller that has some chilling moments. Check this out. 10/10"
negative,"I am sad that a period of history that is so fascinating and so rich in material for film can be made into a ho-hum event . Wm C Quantrill was barely shown in the film , probably the most intriquing figure of the period. Frank James was never mentioned, Cole Younger , ditto , and Bloody Bill Anderson , who would weep for his murdered sister every time he went into battle was completely absent in the script. Instead we were forced to watch fictitious characters that never developed into anyone we cared about. how sad. The costumes were wonderful however, as was the location shooting in Missouri. I hope Ang Lee will make another film from the period and try again, or some other film maker will look into the tremendous wealth of material to write a screen play on ."
positive,"***SPOILERS*** All too, in real life as well as in the movies, familiar story that happens to many young men who are put in a war zone with a gun, or rifle, in their hands. The case of young and innocent, in never handling or firing a gun, Jimmy Davis, Franchot Tone, has been repeated thousands of times over the centuries when men, like Jimmy Davis, are forced to take up arms for their country.<br /><br />Jimmy who at first wanted to be kicked out of the US Army but was encouraged to stay, by being belted in the mouth, by his good friend Fred P. Willis, Spencer Tracy, ended up on the front lines in France. With Jimmy's unit pinned down by a German machine gun nest he single handedly put it out of commission picking off some half dozen German soldiers from the safety of a nearby church steeple. It was when Jimmy gunned down the last surviving German, who raised his arms in surrender, that an artillery shell hit the steeple seriously wounding him.<br /><br />Recovering from his wounds at an Army hospital Jimmy fell in love with US Army volunteer nurse Rose Duffy, Gladys George. Rose was really in love with Jimmy's good friend the happy go lucky Fred despite his obnoxious antics towards her. It's when Fred was lost during the fighting on the Western Front that Rose, thinking that he was killed, fell in love and later married Jimmy. When Fred unexpectedly showed up in the French town where Jimmy, now fully recovered from his wounds, was stationed at things got very sticky for both him and Rose who had already accepted Jimmy's proposal of marriage to her!<br /><br />With WWI over and Jimmy marrying Rose left Fred, who's still in love with her, a bitter and resentful young man. It was almost by accident that Fred ran into Jimmy on the streets of New York City and discovered to his shock and surprise that he completely changed from the meek and non-violent person that he knew before he was sent to war on the European Western Front. Smug and sure of himself, and his ability to shoot a gun, Jimmy had become a top mobster in New York City's underworld! Not only that but as Fred later found out his wife Rose had no idea what Jimmy was really involved in with Jimmy telling her that he works as a law abiding and inoffensive insurance adjuster.<br /><br />Jimmy's life of crime came full circle when Rose, after she found out about his secret life, ratted him out to the police to prevent him from executing a ""Valentine Day"" like massacre, with his gang members dressed as cops, of his rival mobsters. While on trial Jimmy came to his senses and admitted his guilt willing to face the music and then, after his three year sentence is up, get his life back together. <br /><br />***SPOILER ALERT*** Hearing rumors from fellow convicts that Rose and his best friend Fred were having an affair behind his back Jimmy broke out of prison ending up a fugitive from the law. It's at Fred's circus, where he works as both manger and barker, that Jimmy in seeing that Rose as well as Fred were true to him that he, like at his trial, had a sudden change of heart. But the thought of going back to prison, with at least another ten years added on to his sentence, was just too much for Jimmy! It was then that Jimmy decided to end it all by letting the police who by then tracked him down do the job, that he himself didn't have the heart to do, for him!"
